timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,13.24,78.07,5.73,13.95,913.7,1
2026-05-01 00:10:00,17.02,58.3,1.43,9.6,1522.28,0
2026-05-01 00:20:00,13.73,63.72,1.35,11.72,1486.7,0
2026-05-01 00:30:00,17.1,61.58,1.26,11.26,1679.0,0
2026-05-01 00:40:00,13.76,74.63,0.94,11.96,1507.71,0
2026-05-01 00:50:00,11.46,62.8,1.3,7.56,1555.29,0
2026-05-01 01:00:00,15.21,89.21,5.34,10.59,1227.94,1
2026-05-01 01:10:00,16.02,77.46,4.88,7.78,1089.88,1
2026-05-01 01:20:00,13.44,62.6,1.54,9.87,1460.57,0
2026-05-01 01:30:00,17.38,65.0,1.17,12.27,1463.65,0
2026-05-01 01:40:00,17.05,58.07,1.08,12.82,1542.21,0
2026-05-01 01:50:00,14.73,65.65,1.08,11.21,1532.18,0
2026-05-01 02:00:00,15.48,79.97,5.23,7.77,1185.27,1
2026-05-01 02:10:00,15.02,51.31,1.67,10.83,1436.52,0
2026-05-01 02:20:00,15.98,66.81,1.7,9.49,1476.46,0
2026-05-01 02:30:00,16.28,65.13,0.55,11.49,1595.44,0
2026-05-01 02:40:00,12.52,63.88,1.81,12.19,1565.65,0
2026-05-01 02:50:00,17.52,59.51,1.31,8.78,1494.31,0
2026-05-01 03:00:00,16.78,75.01,0.94,11.23,1480.46,0
2026-05-01 03:10:00,13.43,76.05,5.27,7.59,1047.06,1
2026-05-01 03:20:00,17.18,47.74,1.1,11.61,1409.56,0
2026-05-01 03:30:00,17.87,65.27,1.85,11.61,1497.52,0
2026-05-01 03:40:00,12.43,84.96,6.08,8.98,987.62,1
2026-05-01 03:50:00,16.03,70.61,5.63,9.11,1234.53,1
2026-05-01 04:00:00,16.38,81.37,4.44,15.53,963.77,1
2026-05-01 04:10:00,15.55,78.07,3.81,12.68,900.51,1
2026-05-01 04:20:00,16.76,58.91,1.2,10.6,1404.66,0
2026-05-01 04:30:00,15.3,88.16,5.3,11.34,1164.95,1
2026-05-01 04:40:00,15.74,64.46,1.74,9.62,1356.83,0
2026-05-01 04:50:00,12.15,62.46,1.17,12.45,1525.5,0
2026-05-01 05:00:00,14.01,58.07,1.11,11.77,1559.15,0
2026-05-01 05:10:00,16.9,88.07,5.32,13.46,861.43,1
2026-05-01 05:20:00,13.96,54.6,1.3,14.05,1500.65,0
2026-05-01 05:30:00,14.92,64.72,1.14,14.7,1394.12,0
2026-05-01 05:40:00,13.31,64.23,1.34,13.72,1495.61,0
2026-05-01 05:50:00,14.0,61.6,1.87,11.57,1698.23,0
2026-05-01 06:00:00,15.51,60.13,1.66,9.28,1493.21,0
2026-05-01 06:10:00,14.79,56.55,1.47,11.41,1472.37,0
2026-05-01 06:20:00,12.27,60.03,1.25,11.9,1338.38,0
2026-05-01 06:30:00,13.87,75.55,4.23,12.79,1146.09,1
2026-05-01 06:40:00,17.09,57.64,1.56,10.88,1543.75,0
2026-05-01 06:50:00,16.6,76.89,5.53,9.6,912.82,1
2026-05-01 07:00:00,15.05,69.26,1.37,12.51,1475.53,0
2026-05-01 07:10:00,15.5,66.51,1.68,16.83,1367.06,0
2026-05-01 07:20:00,14.03,74.9,1.0,14.85,1512.33,0
2026-05-01 07:30:00,17.08,82.78,3.71,14.38,1125.66,1
2026-05-01 07:40:00,14.61,66.29,1.54,11.26,1274.23,0
