timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,14.46,69.97,0.63,11.18,1452.15,0
2026-05-01 00:10:00,14.42,65.07,1.05,17.3,1385.49,0
2026-05-01 00:20:00,14.13,66.19,1.2,11.53,1432.99,0
2026-05-01 00:30:00,15.43,60.43,0.86,9.93,1397.1,0
2026-05-01 00:40:00,16.96,66.14,1.5,16.61,1511.11,0
2026-05-01 00:50:00,12.82,90.0,4.77,10.54,987.67,1
2026-05-01 01:00:00,16.02,71.88,0.84,9.71,1516.74,0
2026-05-01 01:10:00,17.37,61.43,0.82,14.39,1371.48,0
2026-05-01 01:20:00,16.1,67.13,0.69,10.4,1538.16,0
2026-05-01 01:30:00,15.31,57.71,0.99,11.46,1659.89,0
2026-05-01 01:40:00,15.51,62.39,1.58,12.37,1527.29,0
2026-05-01 01:50:00,16.07,62.24,0.85,11.41,1605.12,0
2026-05-01 02:00:00,10.3,87.83,4.83,11.56,1156.61,1
2026-05-01 02:10:00,11.93,51.07,1.13,13.2,1468.73,0
2026-05-01 02:20:00,15.21,72.64,0.59,11.73,1565.59,0
2026-05-01 02:30:00,15.07,56.8,1.38,10.29,1477.77,0
2026-05-01 02:40:00,17.03,62.76,0.97,11.66,1606.03,0
2026-05-01 02:50:00,14.89,73.37,0.95,14.35,1488.67,0
2026-05-01 03:00:00,13.96,51.75,1.12,11.09,1521.81,0
2026-05-01 03:10:00,12.79,57.42,1.03,13.94,1450.31,0
2026-05-01 03:20:00,14.35,68.31,1.42,12.43,1371.04,0
2026-05-01 03:30:00,13.88,79.58,3.13,11.13,1157.5,1
2026-05-01 03:40:00,15.44,75.31,1.19,10.67,1475.89,0
2026-05-01 03:50:00,15.97,85.57,4.44,12.06,805.13,1
2026-05-01 04:00:00,13.27,64.85,0.79,14.92,1547.96,0
2026-05-01 04:10:00,16.21,64.95,1.14,11.58,1609.35,0
2026-05-01 04:20:00,11.2,61.75,0.85,9.93,1619.9,0
2026-05-01 04:30:00,16.9,70.03,1.26,10.48,1486.84,0
2026-05-01 04:40:00,13.67,57.2,0.39,13.57,1442.65,0
2026-05-01 04:50:00,16.59,61.2,1.52,10.66,1417.23,0
2026-05-01 05:00:00,13.92,85.03,3.78,14.95,1124.56,1
2026-05-01 05:10:00,15.31,61.05,1.17,14.15,1629.2,0
2026-05-01 05:20:00,14.19,54.47,1.2,10.38,1504.87,0
2026-05-01 05:30:00,16.0,89.64,5.72,11.81,823.37,1
2026-05-01 05:40:00,13.52,61.81,0.93,14.37,1487.21,0
2026-05-01 05:50:00,12.74,60.73,1.18,11.21,1588.56,0
2026-05-01 06:00:00,15.87,97.84,5.12,12.04,888.62,1
2026-05-01 06:10:00,14.17,66.7,1.27,13.9,1386.4,0
