timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,16.91,75.66,1.71,11.08,1522.75,0
2026-05-01 00:10:00,14.77,62.17,1.44,9.84,1563.6,0
2026-05-01 00:20:00,15.8,57.6,1.41,10.77,1417.79,0
2026-05-01 00:30:00,16.26,63.69,1.13,12.39,1378.07,0
2026-05-01 00:40:00,16.83,56.17,0.81,13.09,1443.06,0
2026-05-01 00:50:00,16.59,69.8,1.19,7.66,1487.6,0
2026-05-01 01:00:00,16.31,55.72,1.62,11.98,1393.58,0
2026-05-01 01:10:00,14.53,66.19,0.8,12.32,1499.02,0
2026-05-01 01:20:00,14.14,55.65,0.94,11.44,1331.15,0
2026-05-01 01:30:00,15.5,64.44,1.29,14.58,1388.0,0
2026-05-01 01:40:00,16.4,74.26,0.96,12.84,1567.09,0
2026-05-01 01:50:00,14.67,67.85,1.02,14.62,1560.38,0
2026-05-01 02:00:00,16.6,61.73,1.13,11.57,1460.81,0
2026-05-01 02:10:00,17.18,65.89,0.85,13.87,1398.22,0
2026-05-01 02:20:00,13.63,66.13,0.96,15.27,1397.26,0
2026-05-01 02:30:00,13.74,68.41,1.47,14.62,1462.67,0
2026-05-01 02:40:00,14.79,59.21,0.86,9.82,1564.45,0
2026-05-01 02:50:00,15.46,69.01,0.78,11.49,1592.82,0
2026-05-01 03:00:00,14.21,52.52,1.07,11.31,1450.35,0
2026-05-01 03:10:00,17.03,62.89,1.48,12.98,1384.65,0
2026-05-01 03:20:00,15.64,63.6,1.2,13.37,1526.78,0
2026-05-01 03:30:00,15.06,69.21,1.12,10.32,1417.65,0
2026-05-01 03:40:00,12.85,66.16,1.27,12.14,1448.17,0
2026-05-01 03:50:00,13.03,59.02,0.73,7.96,1632.53,0
2026-05-01 04:00:00,15.42,61.12,1.4,14.88,1582.71,0
2026-05-01 04:10:00,11.8,67.04,1.37,10.98,1515.8,0
2026-05-01 04:20:00,16.52,65.65,1.13,12.11,1372.81,0
2026-05-01 04:30:00,14.76,63.15,1.56,11.38,1521.14,0
2026-05-01 04:40:00,19.86,63.64,0.92,14.29,1606.27,0
2026-05-01 04:50:00,18.46,69.52,1.59,6.32,1462.44,0
2026-05-01 05:00:00,14.73,63.45,1.3,11.97,1635.11,0
2026-05-01 05:10:00,14.84,65.6,1.15,11.79,1629.27,0
2026-05-01 05:20:00,16.49,76.89,1.25,11.09,1666.37,0
2026-05-01 05:30:00,17.55,58.92,1.22,15.45,1530.52,0
2026-05-01 05:40:00,12.54,56.78,1.62,10.23,1558.74,0
2026-05-01 05:50:00,12.32,69.96,0.93,13.54,1641.42,0
2026-05-01 06:00:00,14.07,62.65,1.03,12.71,1544.74,0
2026-05-01 06:10:00,15.87,64.45,1.57,14.52,1449.88,0
2026-05-01 06:20:00,15.75,62.14,1.08,10.67,1455.15,0
2026-05-01 06:30:00,16.6,64.74,1.53,10.53,1523.86,0
2026-05-01 06:40:00,13.2,74.04,1.77,14.19,1370.94,0
2026-05-01 06:50:00,11.53,70.05,1.14,12.85,1485.67,0
2026-05-01 07:00:00,16.29,70.35,1.46,8.91,1609.65,0
2026-05-01 07:10:00,13.76,58.96,0.91,10.92,1280.87,0
2026-05-01 07:20:00,11.97,60.29,1.48,12.77,1653.45,0
2026-05-01 07:30:00,15.22,51.85,1.32,13.68,1612.24,0
2026-05-01 07:40:00,16.19,62.0,1.4,10.64,1454.02,0
2026-05-01 07:50:00,14.82,70.83,1.06,6.17,1554.34,0
2026-05-01 08:00:00,14.31,68.63,0.76,13.05,1500.31,0
2026-05-01 08:10:00,14.76,64.94,1.41,9.56,1623.0,0
2026-05-01 08:20:00,14.44,65.93,0.64,7.97,1598.27,0
2026-05-01 08:30:00,12.98,62.6,1.16,6.34,1359.99,0
2026-05-01 08:40:00,13.93,67.07,1.54,13.63,1558.73,0
2026-05-01 08:50:00,15.78,69.87,1.31,12.26,1479.44,0
2026-05-01 09:00:00,15.48,57.96,1.84,11.55,1508.28,0
2026-05-01 09:10:00,15.25,67.54,1.56,14.78,1427.18,0
2026-05-01 09:20:00,13.51,70.71,1.06,13.27,1674.81,0
2026-05-01 09:30:00,14.73,63.97,1.26,15.23,1604.01,0
2026-05-01 09:40:00,11.73,69.55,1.24,9.21,1426.02,0
