timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,18.12,71.14,1.24,10.52,1543.56,0
2026-05-01 00:10:00,14.31,73.33,1.4,14.45,1572.41,0
2026-05-01 00:20:00,13.89,80.22,4.68,11.68,846.96,1
2026-05-01 00:30:00,14.2,60.58,1.29,13.45,1378.74,0
2026-05-01 00:40:00,15.05,62.18,1.4,10.67,1636.45,0
2026-05-01 00:50:00,14.77,70.83,0.91,10.71,1531.87,0
2026-05-01 01:00:00,14.92,67.11,1.09,9.96,1535.33,0
2026-05-01 01:10:00,15.47,65.88,1.27,14.89,1526.43,0
2026-05-01 01:20:00,15.36,68.04,0.91,13.55,1514.79,0
2026-05-01 01:30:00,15.01,75.87,1.33,9.9,1477.54,0
2026-05-01 01:40:00,14.34,57.48,0.62,14.28,1429.1,0
2026-05-01 01:50:00,15.64,64.66,1.44,11.48,1446.05,0
2026-05-01 02:00:00,15.56,50.83,1.15,12.91,1716.61,0
2026-05-01 02:10:00,15.49,68.74,1.41,12.09,1680.44,0
2026-05-01 02:20:00,15.0,71.64,1.5,9.13,1592.71,0
2026-05-01 02:30:00,13.96,64.67,1.62,10.34,1493.28,0
2026-05-01 02:40:00,15.11,69.47,1.28,14.71,1556.53,0
2026-05-01 02:50:00,14.58,58.53,0.68,13.88,1357.57,0
2026-05-01 03:00:00,11.9,68.6,0.67,9.96,1599.65,0
2026-05-01 03:10:00,16.5,78.48,0.82,12.42,1475.97,0
2026-05-01 03:20:00,15.39,64.3,1.42,11.57,1501.54,0
2026-05-01 03:30:00,14.97,68.29,0.78,14.28,1509.8,0
2026-05-01 03:40:00,15.79,63.26,1.13,11.59,1482.09,0
2026-05-01 03:50:00,13.87,67.09,1.07,10.46,1580.37,0
2026-05-01 04:00:00,17.04,71.75,1.31,13.47,1659.48,0
2026-05-01 04:10:00,16.81,69.2,1.41,14.38,1585.7,0
2026-05-01 04:20:00,13.26,65.7,1.23,12.79,1506.59,0
2026-05-01 04:30:00,14.05,65.61,1.44,13.14,1393.4,0
2026-05-01 04:40:00,16.01,60.2,0.87,9.61,1503.96,0
2026-05-01 04:50:00,15.37,71.3,1.51,9.44,1492.28,0
2026-05-01 05:00:00,14.97,69.95,1.24,9.3,1582.45,0
2026-05-01 05:10:00,15.66,59.93,1.43,14.1,1435.54,0
2026-05-01 05:20:00,12.19,67.09,1.04,11.23,1411.19,0
2026-05-01 05:30:00,13.62,61.57,0.58,13.65,1529.84,0
2026-05-01 05:40:00,14.1,63.93,1.4,10.8,1592.04,0
2026-05-01 05:50:00,16.14,70.27,1.16,11.97,1515.29,0
2026-05-01 06:00:00,11.77,71.16,1.56,10.39,1596.63,0
2026-05-01 06:10:00,15.27,69.76,1.33,11.34,1372.41,0
2026-05-01 06:20:00,14.43,64.85,2.08,8.58,1547.35,0
2026-05-01 06:30:00,15.98,68.51,1.58,11.36,1371.81,0
2026-05-01 06:40:00,16.21,62.34,1.12,11.19,1766.73,0
2026-05-01 06:50:00,17.55,69.97,0.72,8.61,1634.08,0
2026-05-01 07:00:00,13.24,66.12,0.94,12.85,1538.5,0
2026-05-01 07:10:00,13.77,63.83,0.92,13.15,1339.61,0
2026-05-01 07:20:00,15.07,62.56,1.04,10.68,1362.49,0
2026-05-01 07:30:00,17.12,69.6,1.16,9.59,1689.54,0
2026-05-01 07:40:00,15.66,65.52,1.29,15.46,1384.24,0
2026-05-01 07:50:00,15.16,63.76,1.61,12.51,1550.01,0
2026-05-01 08:00:00,16.84,63.74,0.94,7.24,1682.33,0
2026-05-01 08:10:00,14.4,59.99,0.78,11.14,1510.59,0
2026-05-01 08:20:00,16.75,67.04,1.45,10.7,1380.5,0
2026-05-01 08:30:00,17.6,67.64,1.6,10.55,1322.47,0
2026-05-01 08:40:00,14.77,58.8,1.05,14.18,1538.28,0
2026-05-01 08:50:00,12.68,60.83,1.51,12.51,1389.6,0
2026-05-01 09:00:00,15.22,57.97,1.43,13.27,1500.23,0
2026-05-01 09:10:00,17.47,72.23,0.69,11.72,1393.47,0
2026-05-01 09:20:00,15.74,69.3,1.01,13.71,1439.86,0
2026-05-01 09:30:00,12.94,71.73,1.06,11.25,1443.06,0
2026-05-01 09:40:00,16.91,74.31,1.8,12.47,1473.88,0
2026-05-01 09:50:00,16.19,68.4,1.35,12.97,1425.96,0
2026-05-01 10:00:00,16.5,65.91,1.05,10.75,1528.48,0
2026-05-01 10:10:00,16.7,67.18,0.99,7.81,1599.73,0
2026-05-01 10:20:00,14.19,62.98,0.73,8.61,1463.98,0
2026-05-01 10:30:00,16.59,62.19,1.52,16.62,1526.09,0
2026-05-01 10:40:00,14.03,83.92,3.91,13.3,1081.32,1
2026-05-01 10:50:00,13.23,64.97,1.39,13.4,1343.25,0
2026-05-01 11:00:00,13.76,57.91,0.81,14.84,1540.17,0
2026-05-01 11:10:00,16.04,60.03,1.42,9.75,1587.96,0
2026-05-01 11:20:00,14.39,79.58,6.04,10.55,996.77,1
