timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,15.65,70.43,1.21,11.47,1484.79,0
2026-05-01 00:10:00,14.67,66.5,1.03,15.42,1648.18,0
2026-05-01 00:20:00,14.86,67.88,1.67,14.06,1496.97,0
2026-05-01 00:30:00,15.82,70.11,1.29,12.77,1634.54,0
2026-05-01 00:40:00,15.21,87.53,5.43,11.07,1271.93,1
2026-05-01 00:50:00,14.22,84.41,4.61,13.82,796.58,1
2026-05-01 01:00:00,15.5,67.03,0.92,16.53,1482.5,0
2026-05-01 01:10:00,14.76,60.62,0.9,11.71,1442.62,0
2026-05-01 01:20:00,15.87,70.36,1.46,8.06,1377.23,0
2026-05-01 01:30:00,16.72,62.84,1.41,9.95,1735.85,0
2026-05-01 01:40:00,16.49,88.26,5.54,12.13,1095.89,1
2026-05-01 01:50:00,13.41,61.99,1.47,11.69,1409.83,0
2026-05-01 02:00:00,10.46,66.56,0.99,14.72,1393.92,0
2026-05-01 02:10:00,18.39,68.76,0.68,10.82,1437.46,0
2026-05-01 02:20:00,15.79,66.57,1.44,11.65,1469.64,0
2026-05-01 02:30:00,15.57,70.59,1.22,10.71,1624.26,0
2026-05-01 02:40:00,13.93,69.63,1.49,13.56,1681.27,0
2026-05-01 02:50:00,11.92,65.28,1.36,10.28,1291.86,0
2026-05-01 03:00:00,12.0,64.44,1.21,11.53,1658.76,0
2026-05-01 03:10:00,14.49,64.08,1.3,8.95,1667.76,0
2026-05-01 03:20:00,15.23,86.82,6.22,10.94,1067.88,1
2026-05-01 03:30:00,17.53,77.87,1.15,15.33,1408.9,0
2026-05-01 03:40:00,15.36,64.23,1.46,15.55,1552.19,0
2026-05-01 03:50:00,16.0,72.85,1.33,13.35,1436.19,0
2026-05-01 04:00:00,14.2,68.21,0.73,12.88,1649.79,0
2026-05-01 04:10:00,14.31,87.73,3.03,10.74,960.05,1
2026-05-01 04:20:00,12.79,90.04,3.76,12.4,1012.99,1
2026-05-01 04:30:00,13.16,86.91,3.87,12.33,1021.08,1
