timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,15.86,88.82,4.75,12.43,908.41,1
2026-05-01 00:10:00,15.25,69.6,1.2,13.47,1552.64,0
2026-05-01 00:20:00,16.63,68.97,1.09,10.86,1428.94,0
2026-05-01 00:30:00,11.82,60.28,0.88,12.22,1392.55,0
2026-05-01 00:40:00,14.89,70.16,1.3,12.23,1566.24,0
2026-05-01 00:50:00,14.64,70.9,1.73,11.68,1674.94,0
2026-05-01 01:00:00,15.01,81.4,3.77,9.23,1023.89,1
2026-05-01 01:10:00,16.7,62.08,1.25,12.46,1599.22,0
2026-05-01 01:20:00,14.82,91.92,6.1,12.98,837.8,1
2026-05-01 01:30:00,13.74,64.77,1.44,12.1,1590.04,0
2026-05-01 01:40:00,11.56,74.59,5.04,10.97,1004.43,1
2026-05-01 01:50:00,14.81,66.2,0.96,12.8,1562.95,0
2026-05-01 02:00:00,16.45,70.12,1.17,13.17,1724.28,0
2026-05-01 02:10:00,14.83,63.43,1.06,13.51,1576.11,0
2026-05-01 02:20:00,15.32,59.71,1.11,14.9,1416.37,0
2026-05-01 02:30:00,14.88,65.63,1.21,12.78,1387.86,0
2026-05-01 02:40:00,15.99,89.71,4.88,12.87,986.64,1
2026-05-01 02:50:00,15.47,70.71,0.82,10.6,1501.87,0
2026-05-01 03:00:00,14.94,74.06,1.29,9.27,1415.97,0
2026-05-01 03:10:00,12.79,62.98,1.16,13.79,1324.69,0
2026-05-01 03:20:00,13.76,66.04,1.15,14.21,1620.38,0
2026-05-01 03:30:00,15.2,67.41,1.33,14.35,1516.58,0
2026-05-01 03:40:00,16.71,66.03,1.16,10.83,1534.45,0
2026-05-01 03:50:00,14.97,58.81,1.4,11.14,1401.63,0
2026-05-01 04:00:00,15.23,66.37,1.3,9.55,1588.4,0
2026-05-01 04:10:00,14.29,75.51,1.27,8.65,1464.38,0
2026-05-01 04:20:00,15.02,63.44,1.23,11.5,1409.1,0
2026-05-01 04:30:00,15.44,65.68,1.05,14.53,1541.3,0
2026-05-01 04:40:00,16.1,106.33,5.55,11.47,839.4,1
2026-05-01 04:50:00,12.46,87.05,5.46,15.39,1025.3,1
2026-05-01 05:00:00,13.57,63.82,1.14,12.39,1520.91,0
2026-05-01 05:10:00,15.15,82.12,5.43,10.9,670.4,1
2026-05-01 05:20:00,15.98,83.99,5.14,12.09,1160.11,1
2026-05-01 05:30:00,13.35,58.75,0.93,13.93,1767.77,0
2026-05-01 05:40:00,12.4,64.4,1.05,13.98,1410.52,0
2026-05-01 05:50:00,16.54,72.79,0.97,13.43,1342.99,0
2026-05-01 06:00:00,15.01,71.14,1.73,8.72,1689.58,0
2026-05-01 06:10:00,15.03,81.46,4.7,11.57,1097.05,1
2026-05-01 06:20:00,14.75,70.13,1.3,12.43,1514.08,0
2026-05-01 06:30:00,12.66,70.3,1.56,12.47,1367.54,0
2026-05-01 06:40:00,16.47,69.92,1.02,12.47,1423.31,0
2026-05-01 06:50:00,16.81,68.98,1.09,12.51,1464.68,0
2026-05-01 07:00:00,16.1,63.3,1.1,11.52,1530.03,0
2026-05-01 07:10:00,13.11,70.07,1.03,9.93,1405.31,0
2026-05-01 07:20:00,14.24,64.92,1.41,11.17,1514.04,0
2026-05-01 07:30:00,12.0,85.33,4.48,11.26,840.5,1
2026-05-01 07:40:00,16.28,70.94,1.62,11.8,1531.38,0
2026-05-01 07:50:00,17.68,73.82,0.82,15.02,1473.48,0
2026-05-01 08:00:00,13.76,64.85,1.48,11.63,1486.69,0
2026-05-01 08:10:00,17.23,68.8,1.72,10.37,1446.95,0
2026-05-01 08:20:00,15.38,87.41,4.56,15.06,983.68,1
2026-05-01 08:30:00,14.04,57.47,0.91,8.67,1582.57,0
2026-05-01 08:40:00,12.93,73.75,1.61,9.46,1466.11,0
2026-05-01 08:50:00,13.26,69.56,1.31,13.27,1460.3,0
2026-05-01 09:00:00,14.65,62.81,1.42,7.89,1690.8,0
2026-05-01 09:10:00,14.56,89.68,5.45,10.42,982.76,1
2026-05-01 09:20:00,13.03,72.46,1.52,11.26,1565.74,0
2026-05-01 09:30:00,16.79,63.71,1.43,10.7,1637.58,0
2026-05-01 09:40:00,16.86,67.47,1.32,10.29,1469.28,0
2026-05-01 09:50:00,12.97,68.44,1.47,12.22,1644.65,0
2026-05-01 10:00:00,15.87,61.5,1.54,12.11,1306.19,0
2026-05-01 10:10:00,15.91,86.44,6.33,10.76,1078.94,1
2026-05-01 10:20:00,17.08,88.19,4.02,9.37,959.43,1
2026-05-01 10:30:00,12.43,87.71,4.42,11.44,1014.14,1
2026-05-01 10:40:00,14.01,67.58,1.44,11.03,1568.18,0
2026-05-01 10:50:00,13.05,73.42,1.38,12.5,1449.88,0
2026-05-01 11:00:00,14.93,73.23,1.53,11.0,1599.35,0
2026-05-01 11:10:00,14.57,68.96,1.52,11.42,1590.57,0
2026-05-01 11:20:00,13.76,85.97,5.25,13.61,933.82,1
2026-05-01 11:30:00,20.23,70.4,1.23,14.77,1406.22,0
2026-05-01 11:40:00,13.32,61.82,1.44,12.49,1645.13,0
2026-05-01 11:50:00,14.09,62.94,0.77,9.34,1533.36,0
2026-05-01 12:00:00,16.61,64.73,1.78,9.48,1622.34,0
2026-05-01 12:10:00,14.8,63.89,1.95,14.18,1266.28,0
2026-05-01 12:20:00,14.91,90.73,6.0,12.45,1124.3,1
2026-05-01 12:30:00,15.62,69.8,1.32,11.49,1449.32,0
2026-05-01 12:40:00,16.85,83.71,5.3,13.94,918.31,1
2026-05-01 12:50:00,15.69,70.16,1.6,16.43,1585.77,0
2026-05-01 13:00:00,13.22,67.37,1.73,10.98,1311.59,0
2026-05-01 13:10:00,14.14,59.48,1.6,13.46,1431.16,0
2026-05-01 13:20:00,16.13,78.45,1.8,13.53,1538.32,0
2026-05-01 13:30:00,14.25,66.49,1.56,9.28,1332.6,0
2026-05-01 13:40:00,15.92,64.79,1.97,12.03,1531.96,0
2026-05-01 13:50:00,15.78,63.75,1.55,12.43,1381.48,0
2026-05-01 14:00:00,13.41,87.52,5.82,13.36,1246.72,1
2026-05-01 14:10:00,15.47,68.64,0.81,12.09,1557.13,0
2026-05-01 14:20:00,14.46,84.22,3.54,11.03,1229.38,1
2026-05-01 14:30:00,12.8,66.67,1.38,10.52,1400.21,0
2026-05-01 14:40:00,13.61,85.0,6.16,10.86,917.13,1
2026-05-01 14:50:00,14.99,73.44,1.25,11.29,1464.37,0
2026-05-01 15:00:00,14.19,68.2,1.32,12.13,1548.38,0
2026-05-01 15:10:00,15.59,87.68,5.53,14.88,903.9,1
2026-05-01 15:20:00,14.06,75.05,5.94,15.46,1169.44,1
2026-05-01 15:30:00,18.04,84.87,3.91,14.91,1134.88,1
2026-05-01 15:40:00,14.1,62.79,1.57,10.22,1474.73,0
2026-05-01 15:50:00,16.36,64.27,1.47,16.4,1678.9,0
2026-05-01 16:00:00,14.25,75.01,1.43,12.95,1388.04,0
2026-05-01 16:10:00,16.02,68.79,1.35,9.65,1362.74,0
2026-05-01 16:20:00,14.24,66.58,1.78,11.43,1530.53,0
2026-05-01 16:30:00,19.05,69.25,1.18,13.63,1438.29,0
2026-05-01 16:40:00,13.59,72.25,0.83,12.14,1398.13,0
2026-05-01 16:50:00,14.62,70.82,1.44,10.41,1538.68,0
2026-05-01 17:00:00,16.08,71.54,1.63,11.94,1392.48,0
2026-05-01 17:10:00,13.42,67.2,1.35,12.27,1512.84,0
2026-05-01 17:20:00,16.46,71.07,1.7,12.0,1477.41,0
2026-05-01 17:30:00,18.85,74.33,4.79,11.19,1138.32,1
2026-05-01 17:40:00,13.49,71.81,1.43,10.73,1411.37,0
2026-05-01 17:50:00,15.25,89.5,6.89,11.66,875.22,1
2026-05-01 18:00:00,15.24,64.1,0.7,12.59,1467.84,0
2026-05-01 18:10:00,13.14,69.29,1.06,13.87,1661.8,0
2026-05-01 18:20:00,13.6,90.3,6.35,15.51,686.59,1
2026-05-01 18:30:00,11.46,79.83,1.55,13.42,1545.12,0
2026-05-01 18:40:00,14.77,68.45,1.16,12.67,1383.55,0
2026-05-01 18:50:00,15.28,65.17,1.3,12.12,1515.81,0
2026-05-01 19:00:00,15.4,82.32,6.49,11.98,882.14,1
2026-05-01 19:10:00,16.13,70.12,1.73,11.32,1524.32,0
2026-05-01 19:20:00,16.69,55.45,0.66,12.81,1672.29,0
2026-05-01 19:30:00,14.87,68.85,1.23,8.15,1591.07,0
2026-05-01 19:40:00,14.57,90.05,5.67,13.63,995.58,1
2026-05-01 19:50:00,15.92,66.24,1.62,11.31,1647.76,0
2026-05-01 20:00:00,18.07,66.4,1.49,10.21,1404.33,0
2026-05-01 20:10:00,12.61,60.31,1.68,11.22,1384.4,0
2026-05-01 20:20:00,13.0,63.36,1.44,10.52,1671.92,0
2026-05-01 20:30:00,13.31,85.44,3.83,16.93,944.54,1
2026-05-01 20:40:00,13.19,91.85,6.47,11.19,1095.63,1
2026-05-01 20:50:00,12.16,93.96,3.71,12.4,954.63,1
2026-05-01 21:00:00,14.73,74.43,1.47,10.35,1439.89,0
2026-05-01 21:10:00,12.51,69.2,1.84,13.88,1656.53,0
2026-05-01 21:20:00,15.86,76.56,5.59,9.57,925.15,1
2026-05-01 21:30:00,16.92,98.15,5.32,13.99,1169.99,1
2026-05-01 21:40:00,13.41,61.65,0.66,12.68,1626.37,0
2026-05-01 21:50:00,14.44,67.34,1.56,12.68,1323.05,0
2026-05-01 22:00:00,15.07,63.33,1.39,13.14,1501.79,0
2026-05-01 22:10:00,16.97,66.48,1.61,11.46,1273.14,0
2026-05-01 22:20:00,14.7,70.67,1.09,13.37,1481.87,0
2026-05-01 22:30:00,13.9,68.68,1.19,11.38,1528.84,0
2026-05-01 22:40:00,16.11,63.35,1.65,10.77,1523.51,0
2026-05-01 22:50:00,13.66,70.76,1.7,10.22,1605.61,0
2026-05-01 23:00:00,13.98,101.35,3.14,14.09,1162.43,1
2026-05-01 23:10:00,15.69,67.73,1.2,14.32,1520.32,0
2026-05-01 23:20:00,15.53,64.31,1.03,16.24,1542.12,0
2026-05-01 23:30:00,13.54,71.79,1.61,11.48,1465.65,0
2026-05-01 23:40:00,15.6,62.6,1.45,11.11,1504.82,0
2026-05-01 23:50:00,13.46,67.14,1.53,10.88,1373.28,0
2026-05-02 00:00:00,13.59,82.01,5.17,8.92,1492.13,1
2026-05-02 00:10:00,13.75,75.75,0.69,12.68,1544.95,0
2026-05-02 00:20:00,14.74,67.6,1.11,12.39,1428.9,0
2026-05-02 00:30:00,15.36,64.51,1.28,11.21,1652.6,0
2026-05-02 00:40:00,14.38,65.07,0.95,14.51,1703.27,0
2026-05-02 00:50:00,16.15,54.88,0.69,10.23,1444.58,0
2026-05-02 01:00:00,15.27,65.79,1.63,9.93,1436.73,0
2026-05-02 01:10:00,15.24,68.88,1.09,13.64,1684.72,0
2026-05-02 01:20:00,15.67,87.81,3.96,13.98,787.64,1
2026-05-02 01:30:00,16.67,62.3,1.74,10.94,1551.59,0
2026-05-02 01:40:00,15.73,70.97,1.17,5.72,1473.28,0
2026-05-02 01:50:00,16.76,67.39,1.31,11.52,1597.7,0
2026-05-02 02:00:00,16.17,77.26,1.53,10.61,1571.84,0
2026-05-02 02:10:00,14.86,64.04,1.24,16.29,1522.48,0
2026-05-02 02:20:00,14.45,83.72,3.75,14.74,862.0,1
2026-05-02 02:30:00,16.79,66.31,1.58,11.39,1405.1,0
