timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,14.33,58.96,1.3,10.42,1561.76,0
2026-05-01 00:10:00,16.28,73.31,1.3,12.71,1622.23,0
2026-05-01 00:20:00,17.35,61.84,1.12,13.46,1461.61,0
2026-05-01 00:30:00,13.75,60.23,1.28,10.98,1486.49,0
2026-05-01 00:40:00,15.69,72.34,1.34,12.18,1483.66,0
2026-05-01 00:50:00,16.57,91.96,3.71,13.82,928.18,1
2026-05-01 01:00:00,15.02,71.32,1.72,10.58,1496.18,0
2026-05-01 01:10:00,11.58,82.13,6.25,15.34,1002.08,1
2026-05-01 01:20:00,15.37,57.32,1.22,9.23,1623.3,0
2026-05-01 01:30:00,16.14,65.61,0.93,15.88,1418.59,0
2026-05-01 01:40:00,13.58,66.62,1.33,14.0,1469.07,0
2026-05-01 01:50:00,14.62,66.77,1.4,11.82,1590.16,0
2026-05-01 02:00:00,13.27,72.34,1.14,11.19,1357.83,0
2026-05-01 02:10:00,11.14,79.96,4.91,10.99,604.19,1
2026-05-01 02:20:00,16.54,69.25,1.11,11.73,1522.63,0
2026-05-01 02:30:00,14.99,80.59,5.74,11.9,1218.05,1
2026-05-01 02:40:00,17.4,69.23,1.48,14.51,1427.77,0
2026-05-01 02:50:00,16.29,62.57,1.47,15.94,1442.13,0
2026-05-01 03:00:00,14.47,60.88,1.24,12.4,1423.98,0
2026-05-01 03:10:00,14.88,61.9,0.89,10.31,1413.31,0
2026-05-01 03:20:00,15.85,79.81,5.2,10.91,959.12,1
2026-05-01 03:30:00,16.45,86.69,3.75,11.63,963.66,1
2026-05-01 03:40:00,15.48,61.09,1.94,9.94,1473.45,0
2026-05-01 03:50:00,16.66,68.88,1.1,9.64,1409.47,0
2026-05-01 04:00:00,14.55,68.15,1.34,16.19,1354.47,0
2026-05-01 04:10:00,13.5,90.79,5.32,12.61,1013.43,1
2026-05-01 04:20:00,14.9,66.78,0.91,10.33,1448.02,0
2026-05-01 04:30:00,15.31,82.64,3.88,13.63,965.5,1
2026-05-01 04:40:00,13.2,71.95,0.58,9.64,1349.19,0
2026-05-01 04:50:00,12.99,83.4,3.95,9.81,755.56,1
2026-05-01 05:00:00,15.67,74.87,5.44,10.39,951.91,1
2026-05-01 05:10:00,14.39,89.95,4.18,15.31,1143.73,1
2026-05-01 05:20:00,14.75,57.84,0.85,11.49,1302.38,0
2026-05-01 05:30:00,14.46,77.22,0.94,7.12,1479.89,0
2026-05-01 05:40:00,17.28,72.23,1.62,14.42,1541.23,0
2026-05-01 05:50:00,16.89,75.77,1.26,11.39,1438.39,0
2026-05-01 06:00:00,13.14,84.33,3.13,8.3,1150.03,1
2026-05-01 06:10:00,14.2,67.7,1.03,11.37,1413.33,0
2026-05-01 06:20:00,16.28,62.65,0.97,13.04,1515.38,0
2026-05-01 06:30:00,15.9,69.36,1.19,12.81,1447.79,0
2026-05-01 06:40:00,14.94,77.97,5.61,15.6,1048.11,1
2026-05-01 06:50:00,13.29,52.23,1.77,10.29,1432.36,0
2026-05-01 07:00:00,13.98,60.99,0.63,12.09,1464.81,0
2026-05-01 07:10:00,14.22,57.67,1.19,10.6,1594.57,0
2026-05-01 07:20:00,15.42,72.34,1.11,8.92,1397.2,0
2026-05-01 07:30:00,17.56,98.78,5.29,13.77,831.76,1
2026-05-01 07:40:00,13.97,57.93,1.31,12.93,1317.75,0
2026-05-01 07:50:00,13.46,71.41,1.38,12.57,1391.21,0
2026-05-01 08:00:00,14.84,69.71,1.31,12.85,1538.21,0
2026-05-01 08:10:00,16.55,57.1,0.92,10.63,1400.93,0
2026-05-01 08:20:00,12.83,63.0,1.57,9.99,1445.54,0
2026-05-01 08:30:00,17.18,62.05,1.44,12.08,1549.31,0
2026-05-01 08:40:00,14.74,68.69,1.48,14.32,1442.08,0
