timestamp,rotor_speed,gearbox_temp,vibration,wind_speed,power_output,fault_label
2026-05-01 00:00:00,15.75,69.63,1.62,13.56,1432.48,0
2026-05-01 00:10:00,14.79,74.55,1.48,10.9,1485.55,0
2026-05-01 00:20:00,15.97,58.01,1.22,10.36,1420.76,0
2026-05-01 00:30:00,17.28,67.81,1.01,11.99,1469.2,0
2026-05-01 00:40:00,14.65,61.75,1.41,11.66,1310.64,0
2026-05-01 00:50:00,14.65,62.56,1.32,11.09,1521.33,0
2026-05-01 01:00:00,17.37,62.04,1.47,13.39,1500.12,0
2026-05-01 01:10:00,16.15,60.68,1.39,13.91,1418.29,0
2026-05-01 01:20:00,14.3,65.24,1.51,12.18,1565.92,0
2026-05-01 01:30:00,15.81,60.85,1.04,14.96,1593.76,0
2026-05-01 01:40:00,14.3,66.35,1.6,9.72,1339.24,0
2026-05-01 01:50:00,14.3,64.75,1.26,11.61,1423.73,0
2026-05-01 02:00:00,15.36,63.81,1.82,10.57,1423.09,0
2026-05-01 02:10:00,14.38,81.34,5.5,8.27,730.62,1
2026-05-01 02:20:00,15.54,80.67,6.15,11.83,944.25,1
2026-05-01 02:30:00,14.16,68.78,1.26,11.76,1480.62,0
2026-05-01 02:40:00,13.48,67.5,1.0,15.03,1473.55,0
2026-05-01 02:50:00,15.47,60.11,1.05,13.26,1299.61,0
2026-05-01 03:00:00,15.68,86.31,5.93,9.95,1230.46,1
2026-05-01 03:10:00,12.88,68.76,1.33,15.71,1376.07,0
2026-05-01 03:20:00,17.2,56.65,1.36,14.44,1505.99,0
2026-05-01 03:30:00,14.66,67.72,1.03,13.16,1527.74,0
2026-05-01 03:40:00,15.1,61.69,1.19,11.55,1636.07,0
2026-05-01 03:50:00,12.86,67.85,1.84,10.08,1369.12,0
2026-05-01 04:00:00,14.18,61.18,1.72,11.26,1198.05,0
2026-05-01 04:10:00,15.17,55.98,1.33,14.18,1518.38,0
2026-05-01 04:20:00,13.27,56.86,1.21,15.77,1680.05,0
2026-05-01 04:30:00,15.56,65.24,1.24,15.09,1623.89,0
2026-05-01 04:40:00,14.1,66.3,1.38,11.02,1520.97,0
2026-05-01 04:50:00,14.56,60.48,0.89,9.76,1450.84,0
2026-05-01 05:00:00,14.1,68.19,1.12,12.28,1580.71,0
2026-05-01 05:10:00,17.78,56.69,0.7,8.46,1402.65,0
2026-05-01 05:20:00,14.98,64.67,1.32,12.65,1547.64,0
2026-05-01 05:30:00,13.41,58.94,1.39,11.7,1550.55,0
2026-05-01 05:40:00,16.23,61.74,1.06,11.07,1606.02,0
2026-05-01 05:50:00,13.17,65.24,1.67,8.81,1775.97,0
2026-05-01 06:00:00,15.31,60.7,0.83,13.03,1539.24,0
2026-05-01 06:10:00,12.06,63.08,0.76,10.93,1449.1,0
2026-05-01 06:20:00,13.01,70.03,1.27,9.66,1497.44,0
2026-05-01 06:30:00,15.3,62.12,1.51,6.26,1323.09,0
2026-05-01 06:40:00,16.11,69.18,1.71,11.94,1430.53,0
2026-05-01 06:50:00,15.26,59.35,1.06,15.54,1459.07,0
2026-05-01 07:00:00,14.83,67.65,1.52,15.32,1447.59,0
2026-05-01 07:10:00,14.55,72.21,1.19,11.09,1515.24,0
2026-05-01 07:20:00,12.78,52.64,1.15,10.8,1417.76,0
2026-05-01 07:30:00,13.92,61.02,1.47,12.94,1612.1,0
2026-05-01 07:40:00,14.31,67.89,1.4,10.0,1500.02,0
2026-05-01 07:50:00,19.05,86.86,5.29,12.6,811.45,1
2026-05-01 08:00:00,15.52,66.86,1.64,13.53,1467.21,0
2026-05-01 08:10:00,12.36,61.98,1.61,14.45,1515.52,0
2026-05-01 08:20:00,15.49,65.43,1.01,11.8,1582.51,0
2026-05-01 08:30:00,14.42,64.22,1.32,11.59,1413.29,0
